100	7	asc
95.2153	68.1818	82.6667	64.4089	79.5181	75.9036	58.8670
94.9761	68.1818	82.0606	64.1626	74.6988	75.5422	56.8966
95.3349	67.1053	82.1818	64.5320	77.1084	75.6627	58.3744
95.3349	67.8230	83.6364	63.7931	80.7229	76.6265	59.2365
95.4545	68.8995	82.5455	65.0246	81.9277	76.8675	58.6207
95.2153	68.1818	80.9697	62.9310	73.4940	75.0602	59.7291
94.6172	68.8995	83.3939	65.1478	80.7229	76.3855	59.1133
95.0957	67.2249	83.1515	63.0542	79.5181	76.1446	58.0049
95.6938	65.5502	81.8182	63.7931	74.6988	74.3373	58.3744
95.6938	67.4641	80.3636	63.5468	74.6988	74.8193	57.2660
95.4545	68.8995	83.6364	64.4089	85.5422	76.1446	59.8522
95.4545	67.2249	82.1818	64.2857	74.6988	76.0241	59.3596
95.0957	66.6268	82.5455	62.6847	83.1325	75.3012	57.7586
95.4545	66.9856	82.3030	63.7931	84.3373	74.5783	57.3892
95.0957	67.4641	81.3333	62.4384	74.6988	75.1807	57.5123
94.8565	65.4306	81.3333	62.8079	67.4699	74.4578	57.6355
95.2153	68.3014	81.0909	63.0542	66.2651	75.5422	57.3892
95.3349	68.5407	82.7879	63.1773	84.3373	76.1446	58.2512
95.2153	68.6603	82.0606	65.0246	73.4940	76.0241	57.8818
95.5742	69.0191	83.6364	65.2709	87.9518	77.4699	59.7291
95.6938	66.3876	82.3030	63.0542	79.5181	75.6627	58.1281
95.2153	66.9856	80.2424	63.6700	68.6747	74.2169	57.0197
94.8565	66.9856	81.9394	63.5468	78.3133	75.7831	58.6207
95.6938	68.1818	82.1818	64.0394	79.5181	75.6627	58.7438
94.6172	67.9426	81.8182	63.7931	77.1084	75.0602	58.7438
94.3780	67.9426	83.1515	63.7931	80.7229	76.5060	58.2512
95.5742	67.7033	82.6667	63.4236	77.1084	75.7831	57.2660
96.1722	68.8995	82.7879	65.0246	79.5181	76.3855	59.2365
95.8134	67.7033	83.1515	63.1773	80.7229	76.3855	59.6059
95.0957	68.1818	83.6364	64.2857	78.3133	76.7470	59.8522
95.4545	68.6603	82.7879	63.0542	75.9036	76.3855	58.8670
95.5742	67.9426	82.5455	63.7931	81.9277	76.6265	59.4828
95.3349	67.9426	83.0303	63.7931	83.1325	76.3855	58.0049
95.0957	68.0622	82.3030	63.5468	74.6988	74.9398	58.2512
95.5742	67.9426	81.2121	63.4236	74.6988	75.5422	58.7438
95.3349	68.7799	84.2424	65.0246	84.3373	77.1084	59.3596
94.8565	67.7033	83.5152	62.9310	83.1325	76.1446	58.3744
95.8134	66.1483	81.2121	63.3005	71.0843	74.6988	57.5123
94.8565	68.4211	83.0303	63.3005	78.3133	76.3855	58.4975
95.6938	68.1818	82.9091	65.1478	80.7229	76.3855	58.3744
96.0526	67.4641	81.4545	64.4089	78.3133	75.5422	58.4975
95.8134	67.2249	81.5758	63.6700	72.2892	75.1807	58.6207
95.9330	67.7033	83.5152	62.9310	86.7470	76.8675	59.2365
94.3780	68.1818	82.0606	63.5468	73.4940	76.0241	58.6207
95.0957	66.8660	81.5758	63.5468	77.1084	75.4217	58.3744
95.3349	67.4641	81.6970	63.4236	74.6988	75.1807	56.4039
94.8565	68.4211	81.8182	64.5320	74.6988	75.6627	58.8670
95.3349	68.1818	83.3939	64.1626	86.7470	75.9036	59.2365
95.2153	69.4976	83.6364	64.6552	84.3373	77.3494	59.6059
95.2153	66.7464	81.9394	63.9163	68.6747	75.1807	57.5123
95.0957	67.5837	82.0606	63.3005	74.6988	75.5422	57.7586
94.8565	66.1483	81.9394	62.8079	78.3133	75.3012	57.5123
95.8134	68.3014	83.5152	64.0394	84.3373	76.3855	58.7438
94.8565	68.0622	81.6970	63.9163	73.4940	76.0241	58.1281
95.5742	65.7895	81.4545	63.4236	72.2892	73.6145	57.6355
95.0957	67.7033	83.7576	64.1626	87.9518	76.8675	58.6207
95.3349	66.9856	82.0606	64.4089	78.3133	75.4217	58.7438
95.6938	69.1388	82.7879	63.0542	83.1325	75.9036	57.3892
95.4545	68.7799	82.9091	64.2857	80.7229	76.0241	59.3596
96.0526	68.5407	82.3030	64.9015	75.9036	76.2651	58.7438
95.9330	66.3876	82.6667	62.6847	85.5422	74.9398	57.7586
95.6938	67.5837	82.9091	63.7931	81.9277	76.3855	58.3744
94.9761	67.9426	82.3030	64.1626	77.1084	75.5422	59.8522
94.8565	68.6603	83.3939	64.9015	78.3133	76.1446	59.7291
94.6172	68.1818	82.3030	64.4089	68.6747	76.7470	60.4680
95.9330	66.2679	80.3636	63.0542	74.6988	74.0964	57.7586
95.4545	67.3445	81.0909	62.6847	74.6988	74.4578	58.2512
95.2153	66.6268	81.9394	62.1921	75.9036	75.6627	57.2660
95.9330	68.8995	83.2727	64.6552	80.7229	76.8675	59.6059
94.6172	67.2249	82.4242	63.5468	74.6988	75.4217	57.3892
95.4545	68.6603	82.9091	65.2709	75.9036	76.9880	58.6207
94.9761	68.0622	82.3030	64.5320	78.3133	75.7831	58.8670
95.9330	65.9091	82.3030	63.7931	81.9277	75.7831	58.2512
94.9761	67.3445	82.0606	63.4236	80.7229	75.1807	59.7291
95.3349	67.7033	82.7879	63.6700	79.5181	75.9036	57.2660
95.3349	67.4641	83.0303	63.7931	80.7229	76.7470	58.6207
94.1388	67.7033	81.2121	63.3005	66.2651	75.1807	58.3744
95.0957	69.1388	82.3030	64.0394	72.2892	76.5060	58.7438
95.3349	66.9856	83.5152	63.5468	84.3373	75.7831	57.1429
95.2153	67.1053	83.1515	63.7931	87.9518	75.5422	58.9901
95.8134	68.0622	82.7879	64.4089	81.9277	76.7470	58.6207
95.5742	67.8230	82.1818	63.9163	77.1084	75.7831	59.3596
95.2153	65.7895	82.7879	62.8079	80.7229	75.4217	58.4975
94.4976	68.5407	81.4545	63.9163	68.6747	75.1807	58.9901
94.8565	67.5837	82.9091	64.1626	79.5181	75.6627	58.4975
95.9330	67.2249	82.4242	63.6700	78.3133	74.8193	56.5271
95.4545	67.2249	82.6667	63.3005	86.7470	75.6627	57.6355
95.8134	67.7033	81.3333	63.4236	75.9036	75.4217	58.3744
95.2153	68.4211	82.4242	64.2857	75.9036	75.9036	59.7291
95.8134	68.1818	82.9091	63.6700	75.9036	75.9036	58.6207
94.9761	66.9856	82.0606	63.7931	77.1084	75.5422	58.4975
95.4545	66.6268	82.4242	63.7931	77.1084	75.3012	58.8670
94.9761	67.3445	82.5455	63.9163	75.9036	75.5422	58.7438
95.8134	68.4211	83.1515	64.6552	87.9518	76.3855	58.6207
95.8134	67.9426	81.8182	64.5320	72.2892	75.5422	59.1133
94.7368	68.1818	82.9091	62.8079	81.9277	77.1084	58.3744
95.3349	67.9426	82.5455	64.7783	78.3133	76.3855	58.9901
95.8134	67.3445	82.0606	62.9310	75.9036	74.4578	58.3744
95.6938	67.4641	82.6667	65.5172	86.7470	75.6627	59.6059
95.2153	67.1053	80.9697	62.6847	66.2651	74.2169	57.2660
