1,0,1,0.26667,0,-1,-1,1,1,0,-0.14286,0,0.2,1,0.076923,-0.33333,1,0,0,0.2,-1,0,-0.5,0.33333,1,0.42857,0.33333,0,0,-1,-1,-1,0,0,-0.66667,0,1,0.33333,-0.5,-1,0,0,1,0,0,0,0.3,-1,0,-1,0,-0.14286,0,0.33333,0,-1,0,-1,-0.5,0,1,0,0.076923,-1,0,-1,1,1,0,0.33333,0,0,1,0,0.4,-1,0.33333,1,1,0,1,0,0.33333,-1,1,0,0,0.14286,0,0.5,0,0.22222,0,1,1,0,0,0.33333,-0.33333,1,-0.6,-1,-1,0,1,0,0,0,-1,-1,0,1,0,0,0,0,1,-0.33333,1,-0.4,0,1,1,1,0,-1,1,0,-1,0,0,0,0,0,-1,0,-1,-1,1,1,0,-1,0,0,0,0,-1,0,0,-1,0,-1,0,-1,0,1,-1,1,0,0,1,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,0,-0.5,0,0,-1,0,1,0,-1,0,0,0,-1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,-0.33333,0.2,1,0,1,-1,0,0,0,0.33333,0,0,-1,0,1,0,0,0,0,0,0,0,-0.6,0,0,0,0,0.33333,0,0,0,0,0,0,0,0,-0.066667,-0.11111,0,-0.33333,1,0,1,0,0,1,1,1,-1,1,0,-1,0,1,0,1,0,0,1,0,0,-1,0,1,0,0,0,1,0,0.14286,0,0,0,-1,0,-0.33333,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0
0.14286,1,0,0.26316,-1,0,0,1,0,-1,-0.42857,0,1,-0.5,0.25,0,0,1,0,-0.66667,0,0,0,-1,0,0.52941,1,0,0.5,-1,0,0,-1,0,-1,0,0,0.4,0,0,0,0.14286,0,0,0,0,0.3,0,0,0,0,-0.71429,0,-1,0,0,1,-1,0,0,0,1,0.25,0,0,0,0.33333,0,-1,0.5,0,0,1,0,0.2,-0.14286,0,0,0,0,-1,1,1,0,1,0,1,0.17647,0,1,-1,0,0,0,0,0,0,0,0,0,-0.33333,-0.33333,0,0,1,-1,0,1,0,1,0,-1,-1,1,0,0,0,-1,-1,-0.36842,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,-1,-1,0,1,0,0,-1,0,0,-1,-1,1,0,0,0,0,1,0,0,-1,-1,-1,1,0,0,0,0,1,0,0,-1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-1,0,0,0,0,1,0,-1,1,-1,-1,0,1,0,0,0,0,1,1,0,0,0.66667,0,0,0,0,-1,0,0,0.5,0,0,1,0,0.33333,1,0,0,0.5,0.33333,0,0,1,-1,0,0,0,0.33333,0,0,0,0,0,0,0,1,-0.052632,0.33333,1,-1,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,1,0,1,0,0,0,-1,-1,1,0,0,0,-1,0,0.64706,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.2,0,0,-1,0,0,0,0,0,0
1,-1,0,0.6,0,0.33333,0,-1,1,0,0.2,-1,1,-1,0.71429,0,1,-1,0,-0.33333,1,0,0,0.66667,0,0.23077,0,0,0,0,0.33333,0,0,0,1,0,0.33333,-0.2,0,0,1,0.2,1,0,0,0,0.275,0,0,0.2,1,0.2,0,0,0,1,0,1,0,0.33333,0,0,0.42857,-1,0,0,1,0.33333,-1,0.25,0,0,1,-1,0.066667,0.6,0.33333,-1,0,0,-1,0,0.25,0,0,0,0.5,0.076923,1,1,0,0.14286,0,1,-1,0,0,0,-0.2,1,0.33333,-1,0,-1,0,0,0,-1,1,1,0,0,0,0,1,0,1,-1,-0.5,0.1,-1,-1,0,0,0.33333,-1,0,0,0,0,0.33333,1,0,1,-1,0,0.33333,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,-1,1,1,-0.33333,-0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,1,-1,-1,0,1,0,-1,0,0,-1,0,0,1,0,0,0,0,0,0,0,1,-1,1,1,0,0,0,0,0.33333,0,0,0,0.2,0,1,0,0.2,-1,1,-1,0,-1,0,0,0,1,1,-1,0,-1,-1,0,1,0,0.5,0,0,0,0,1,1,1,-1,0.1,0.14286,0,-0.33333,1,1,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-0.6,0,0,0,1,0,0.23077,0,-1,0,0,0,0,0,0,0,0,-1,1,0,0,1,0,0,0,-1,0,0,1,0,0,1
-0.6,0,0,-0.090909,0,-0.33333,1,1,1,0,0.6,-1,0,0,-0.25,-0.6,-1,1,0,0,0,0,-0.33333,1,-1,-0.2,-0.2,-1,1,1,-0.33333,-1,0,0,0,0,0,0,1,0,0,1,1,-1,0,0,-0.05,0,0,0,0,-1,0,-1,0,-1,0,-1,0.33333,1,0,-1,-0.25,0,0,0,0,0,-1,1,0,0,1,0,-0.13043,0.33333,0,-1,0,-1,0,-1,-1,1,-0.33333,0,1,1,0,-0.33333,0,-0.11111,-1,-1,1,0,0,0,1,0,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-0.14286,-0.36364,0,1,0,0,0,0,0,-1,0,0,-0.2,0,0,0,0,0,0,0,-0.14286,0,0,0,0,0,-1,0,0,0,0,-0.33333,0,0.33333,0,0,0,0,0,0,1,0.33333,-0.14286,0,1,0,-0.5,-0.33333,0,0,0,-1,-1,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,1,-1,0,0,-1,0,0,1,0,1,1,0,0,0,0,0,0,0.5,0,0,-1,0.25,0,0,0,0,-0.14286,0,0,0,-1,1,0,-1,1,0,0,0,0,0,0,1,0,0,0,-1,1,0,-0.18182,-0.33333,0.5,-0.5,0,-1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,1,0.5,0,0,0,1,0,-0.2,0,0,0,0,-1,0,1,0,0,0,0,-1,0,0,0,-0.33333,0,0,0,0,0,0,0,0,-1
-0.2,0,1,0.066667,0,1,1,-1,0,-1,-0.6,0,0,0,-1,0,-1,-1,0,-0.2,1,0,0,0.5,-0.33333,0.11111,-0.66667,0,1,0,-1,1,-1,-0.33333,1,0,-1,0,1,0,0,-0.5,0.33333,1,0,1,-0.025,0,0,-0.5,0,-0.2,0,0,0,-1,1,1,0.5,1,0,1,-1,1,0,1,1,0,0,0,-1,-1,-0.33333,1,-0.083333,0,0,0,0,-1,-1,1,0,0,-1,-1,0,0.33333,0,0,0,-0.29412,0,0,-1,0,0,0,0,0,0.2,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0.33333,0.33333,0,-0.33333,0,0,1,1,0.33333,0,0.33333,1,-0.42857,1,-1,0,0,1,-1,0,0.66667,1,0,1,0,0,-1,-1,0,0,-1,0,-1,1,1,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,0,0.33333,0,0,0,0,0,0,0,-1,-1,0,1,0,0,1,0,0,0,0.33333,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.2,0,-1,0,0.5,0,0,0,0.21739,0,0,1,0,0.14286,0,1,0,1,0,0,0,0,-1,0,0,0,1,0,1,1,1,1,0,0.33333,-1,-0.33333,-0.058824,1,1,0,0,0,1,0,-1,0,-1,0,-1,0,0,0,0,0.33333,-1,1,0,0,0,0,-1,-1,0,0,0,0,1,-1,0.33333,0,-1,0,0,1,1,0,0,-1,-1,0,0,0,-1,0,-1,1,0,1,0,0,0,0,0,0
0,0.42857,-1,0.047619,1,-1,1,0,0,0,-0.5,-0.33333,-1,1,-0.25,0.11111,-1,0,0,1,-1,1,0.6,0,0,0.45455,-0.33333,0,0,0,1,0,1,-1,-0.14286,1,-1,0.6,-1,0,-1,0.33333,-0.33333,-0.33333,1,-1,0.1,-1,1,0,0.6,0.5,0,0,0,1,0,0,1,-1,0,1,-0.5,0,-1,0,0.33333,-1,-1,-0.33333,0,-1,-0.33333,1,-0.26316,1,-1,-0.33333,0,0,0,0,-0.33333,0,0,-1,1,0.090909,1,-1,0,0.25,0,-1,0.33333,-1,-1,0,0.2,0,-0.5,0,0,-1,-1,0,0,-1,0,1,1,0,0,-1,-1,0,1,-0.71429,-0.33333,0.14286,-1,0,0,0,-1,0,0,-1,0,1,0.25,0,-1,0,0,0,1,0,0.33333,1,0,0,-1,0,1,-1,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.33333,0,0,0,0,0,0,0,1,0,-1,1,0,1,-1,0,1,-1,0,0,0,0,0,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,-1,-1,1,1,0,0,1,0,-0.5,0,0,1,1,0,-1,1,0.30435,1,1,1,1,-1,0,1,-1,0,0,0,1,-1,0,0,0,0,0,0,1,0,0,-1,0,1,1,-0.61905,-0.25,0,0,0,0,1,1,0,-1,1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,1,0,0,-1,1,0.27273,0,0,-1,-1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
-0.25,0,1,-0.052632,0,1,1,0,1,0,-0.25,0,-1,0.33333,0.6,0.2,1,1,1,0.33333,1,0,0.33333,-0.5,-1,0.33333,0.2,0,-1,1,1,1,0,-1,1,0,1,0,0.33333,0,0,0.42857,0,1,-1,1,0.125,1,-1,-1,0.33333,-0.5,0,0,1,-1,-1,0,0.33333,-1,0,0.5,0.2,0,1,1,-1,0,-1,0.5,0,-1,0,0,0,0.42857,0,1,0,0,1,0,-0.5,0,1,1,0.33333,-0.55556,0,0,1,-0.047619,-1,1,-1,0,0,0,-1,-1,0.33333,1,0,0,0,0,-1,-1,1,0,1,1,0,-1,0,0,0,0,-0.33333,-0.052632,0,0,0,0,-1,1,0,0,-1,1,-1,0,-1,0,0,1,1,0,-0.33333,0.33333,0,0.33333,0,1,-1,1,-1,1,0,-1,0,0,0,0,0,0,1,0,-1,-1,-0.33333,1,1,0,-0.33333,-1,0,0,0,1,-0.33333,0,0,0,0,0,0,0.33333,0,0,0,0,1,0,0,1,0,0,0,1,0,-1,1,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0.33333,0,0,0,1,0,0,0,0.44,0,0,0,0,0.2,0,-1,0,-1,-1,0,0,0,-1,0,0,0,1,0,0,0,0,0,-1,0,-1,-0.052632,0.33333,-0.33333,-0.5,0,0,0,-1,0,1,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0.11111,0,0,-1,0,0,-1,0,0,0,0,0,0,1,0,0,-0.2,-1,0,0,0,1,0,1,0,0
0.5,-0.33333,0.33333,0.037037,0,-0.6,-1,0,1,-0.33333,1,0,0,0,-0.5,-0.11111,1,-1,0,0.2,-1,0,-0.2,0.5,-1,-1,0.11111,1,1,0,0.6,-0.33333,-0.33333,0.33333,0.33333,0,-1,0,0,0,0,-0.33333,0,0,1,1,0.05,0,0,0,-0.2,0.5,1,1,0,1,-1,0,1,1,-1,0,-0.5,0,0,-1,0,-1,1,0.2,-1,0,0,0,0.3,-0.33333,0.33333,-1,0,0,0,0,-0.6,0,0,0,0,1,0,-0.33333,-1,0.11111,0,0,-1,0,0,-1,0,0,-0.6,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,0,0,-0.33333,0,0.037037,-1,-1,0,-1,-1,0.33333,1,0,-1,0,0.2,0,1,0,0,0,1,0,1,-1,-1,-1,0,1,1,0,0,-1,0,0,0,1,0,-1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.2,0,-1,0,0,0,1,0,-0.28571,1,0,0,-1,0.6,0,0,0,-1,0,1,-1,-1,0,-1,0,0,-1,0,1,0,0,-1,1,1,0,-0.33333,-0.33333,-1,-0.25,0,1,0,0,0,-1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,0,0,0,0,0,0,-1,-1,0,-0.33333,0,0,0,1,0,0,0,0,0
0.2,0,1,0.21739,0,-0.33333,0,-1,1,-0.33333,0.2,0,0.2,0,0.090909,1,1,0,0,-0.33333,0,0,0.33333,0.5,-1,-0.14286,0.5,0,1,-1,0.33333,1,0.33333,0,1,0,0,-1,-1,0,0,1,-1,0,1,1,0.075,1,0,-0.33333,0.33333,-0.6,1,0,0,-1,-1,1,0.5,1,0,1,-0.27273,0,-1,-1,0,1,0,1,0,0,-0.33333,0,0.1,0,1,-1,1,0,0,1,0.33333,0,0,1,1,-0.14286,0,0,0,-0.41176,0,1,-1,0,0,0,1,-1,0.33333,0,0,0,0,0,1,0,0,0,-1,1,0,0,0,0,0,0,0.2,-0.3913,0,0,1,0,-1,1,0,0,0,0,-1,1,0,0,1,1,0,-1,0.2,1,0,1,0,0,0,1,-1,0,0,1,-1,1,0,0,0,0,1,0,0,0.33333,0.2,1,1,1,0,0,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,-1,0,0,0.33333,0,0,0,0.33333,0,0,1,0.26316,0,0,0,-1,0,0,0,0,-1,0,1,-1,-1,1,0,0,0,0,0,0,0,1,-1,-1,1,1,-0.30435,-0.17647,-1,-0.5,1,1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,-0.14286,-1,1,1,0,-1,-1,0,0,-1,0,0,0,1,-1,0,-0.6,0,0,-1,0,0,0,0,0,0
0,0.33333,1,0.047619,1,1,1,0,0.33333,0.6,-0.5,1,0,0.33333,0,1,-1,1,1,0,1,1,0.42857,-0.33333,1,-0.11111,0.66667,0,0,1,1,1,0.6,0,-0.33333,1,-1,-1,0.33333,0,0,0.6,-0.6,-1,-1,0,0.2,1,-1,0.5,0.42857,0,0,1,1,1,1,0,0,-1,0,1,0.66667,-1,-0.5,0,-1,-1,0,0,0,1,-0.2,0,0.052632,-0.2,-1,-1,0,0,0,-1,0,-1,1,1,0.33333,-0.11111,-1,0,0,0.33333,0,-1,1,-1,1,0,1,0,0.5,-0.33333,0,0,0,0,0,1,0,1,0.5,-1,0.33333,0,0,0,0,-1,-0.2,0.047619,-1,0,0,0,1,1,-1,-1,1,1,0,0,1,0,0,0,-1,0,-0.6,-1,0,0,-1,0,-1,1,0,0,0,1,0,-1,0,0,-1,0,0,1,0,1,-0.2,-1,0,1,1,1,0,0,0,0,0.33333,0,1,1,0,0,0,0.33333,0,0,1,0,0,1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1,-1,0,0,0,0,-0.5,0,0,0,0,0,0,0,0.33333,-1,0,1,0,-0.5,0,-1,-1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,-0.33333,0,0,-0.14286,-0.16667,1,-0.33333,0,0,1,0,0,1,0,1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,0.5,0,0,0,-1,0,0.11111,0,1,-1,1,0,1,0,0,0,0,0,0,-1,0,0,1,0.33333,0,-1,0,1,0,0,0,0
